team_home,team_away,goals_home,goals_away,result,date,source
North Macedonia,Israel,1.0,2.0,2.0,2007-06-02,international_results
Mexico,Iran,4.0,0.0,1.0,2007-06-02,international_results
Morocco,Zimbabwe,2.0,0.0,1.0,2007-06-02,international_results
Namibia,Libya,1.0,0.0,1.0,2007-06-02,international_results
Norway,Malta,4.0,0.0,1.0,2007-06-02,international_results
Russia,Andorra,4.0,0.0,1.0,2007-06-02,international_results
Rwanda,Equatorial Guinea,2.0,0.0,1.0,2007-06-02,international_results
Slovenia,Romania,1.0,2.0,2.0,2007-06-02,international_results
South Africa,Chad,4.0,0.0,1.0,2007-06-02,international_results
Sudan,Mauritius,3.0,0.0,1.0,2007-06-02,international_results
Switzerland,Argentina,1.0,1.0,0.0,2007-06-02,international_results
Tanzania,Senegal,1.0,1.0,0.0,2007-06-02,international_results
Tunisia,Seychelles,4.0,0.0,1.0,2007-06-02,international_results
Uganda,Nigeria,2.0,1.0,1.0,2007-06-02,international_results
United States,China,4.0,1.0,1.0,2007-06-02,international_results
Wales,Czech Republic,0.0,0.0,0.0,2007-06-02,international_results
Zambia,Congo,3.0,0.0,1.0,2007-06-02,international_results
Benin,Mali,0.0,0.0,0.0,2007-06-03,international_results
Burundi,Botswana,1.0,0.0,1.0,2007-06-03,international_results
Colombia,Montenegro,1.0,0.0,1.0,2007-06-03,international_results
Ecuador,Peru,1.0,2.0,2.0,2007-06-03,international_results
Guinea,Gambia,2.0,2.0,0.0,2007-06-03,international_results
Ivory Coast,Madagascar,5.0,0.0,1.0,2007-06-03,international_results
Liberia,Cameroon,1.0,2.0,2.0,2007-06-03,international_results
Mauritania,Egypt,1.0,1.0,0.0,2007-06-03,international_results
Mozambique,Burkina Faso,3.0,0.0,1.0,2007-06-03,international_results
Niger,Lesotho,2.0,0.0,1.0,2007-06-03,international_results
Sierra Leone,Togo,0.0,1.0,2.0,2007-06-03,international_results
Eswatini,Kenya,0.0,0.0,0.0,2007-06-03,international_results
Algeria,Argentina,3.0,4.0,2.0,2007-06-05,international_results
Jamaica,Chile,0.0,1.0,2.0,2007-06-05,international_results
Japan,Colombia,0.0,0.0,0.0,2007-06-05,international_results
Kuwait,Portugal,1.0,1.0,0.0,2007-06-05,international_results
Mexico,Paraguay,0.0,1.0,2.0,2007-06-05,international_results
Turkey,Brazil,0.0,0.0,0.0,2007-06-05,international_results
Andorra,Israel,0.0,2.0,2.0,2007-06-06,international_results
Armenia,Poland,1.0,0.0,1.0,2007-06-06,international_results
Bosnia and Herzegovina,Malta,1.0,0.0,1.0,2007-06-06,international_results
Bulgaria,Belarus,2.0,1.0,1.0,2007-06-06,international_results
Costa Rica,Canada,1.0,2.0,2.0,2007-06-06,international_results
Croatia,Russia,0.0,0.0,0.0,2007-06-06,international_results
Ecuador,Peru,2.0,0.0,1.0,2007-06-06,international_results
Estonia,England,0.0,3.0,2.0,2007-06-06,international_results
Faroe Islands,Scotland,0.0,2.0,2.0,2007-06-06,international_results
Finland,Belgium,2.0,0.0,1.0,2007-06-06,international_results
France,Georgia,1.0,0.0,1.0,2007-06-06,international_results
Germany,Slovakia,2.0,1.0,1.0,2007-06-06,international_results
Greece,Moldova,2.0,1.0,1.0,2007-06-06,international_results
Guadeloupe,Haiti,1.0,1.0,0.0,2007-06-06,international_results
Kazakhstan,Azerbaijan,1.0,1.0,0.0,2007-06-06,international_results
Latvia,Denmark,0.0,2.0,2.0,2007-06-06,international_results
Liechtenstein,Spain,0.0,2.0,2.0,2007-06-06,international_results
Lithuania,Italy,0.0,2.0,2.0,2007-06-06,international_results
Luxembourg,Albania,0.0,3.0,2.0,2007-06-06,international_results
Norway,Hungary,4.0,0.0,1.0,2007-06-06,international_results
Romania,Slovenia,2.0,0.0,1.0,2007-06-06,international_results
Sweden,Iceland,5.0,0.0,1.0,2007-06-06,international_results
Thailand,Netherlands,1.0,3.0,2.0,2007-06-06,international_results
El Salvador,Trinidad and Tobago,2.0,1.0,1.0,2007-06-07,international_results
United States,Guatemala,1.0,0.0,1.0,2007-06-07,international_results
Romani people,Ambazonia,3.0,1.0,1.0,2007-06-07,international_results
Jordan,Iraq,1.0,1.0,0.0,2007-06-08,international_results
Mexico,Cuba,2.0,1.0,1.0,2007-06-08,international_results
Panama,Honduras,3.0,2.0,1.0,2007-06-08,international_results
Burkina Faso,Mali,0.0,1.0,2.0,2007-06-09,international_results
Canada,Guadeloupe,1.0,2.0,2.0,2007-06-09,international_results
Guatemala,El Salvador,1.0,0.0,1.0,2007-06-09,international_results
Haiti,Costa Rica,1.0,1.0,0.0,2007-06-09,international_results
Tanzania,Zambia,1.0,1.0,0.0,2007-06-09,international_results
United States,Trinidad and Tobago,2.0,0.0,1.0,2007-06-09,international_results
Honduras,Mexico,2.0,1.0,1.0,2007-06-10,international_results
Hong Kong,Macau,2.0,1.0,1.0,2007-06-10,international_results
Kenya,Rwanda,2.0,0.0,1.0,2007-06-10,international_results
Malawi,Senegal,2.0,3.0,2.0,2007-06-10,international_results
Panama,Cuba,2.0,2.0,0.0,2007-06-10,international_results
Costa Rica,Guadeloupe,1.0,0.0,1.0,2007-06-11,international_results
Haiti,Canada,0.0,2.0,2.0,2007-06-11,international_results
Jordan,Iraq,0.0,0.0,0.0,2007-06-12,international_results
Kuwait,Egypt,1.0,1.0,0.0,2007-06-12,international_results
Réunion,Gabon,0.0,3.0,2.0,2007-06-12,international_results
Trinidad and Tobago,Guatemala,1.0,1.0,0.0,2007-06-12,international_results
United States,El Salvador,4.0,0.0,1.0,2007-06-12,international_results
Cuba,Honduras,0.0,5.0,2.0,2007-06-13,international_results
Mexico,Panama,1.0,0.0,1.0,2007-06-13,international_results
Algeria,Guinea,0.0,2.0,2.0,2007-06-16,international_results
Botswana,Mauritania,2.0,1.0,1.0,2007-06-16,international_results
Burkina Faso,Tanzania,0.0,1.0,2.0,2007-06-16,international_results
Canada,Guatemala,3.0,0.0,1.0,2007-06-16,international_results
Cape Verde,Gambia,0.0,0.0,0.0,2007-06-16,international_results
Eritrea,Kenya,1.0,0.0,1.0,2007-06-16,international_results
Iran,Iraq,0.0,0.0,0.0,2007-06-16,international_results
Lebanon,Syria,0.0,1.0,2.0,2007-06-16,international_results
Malawi,Morocco,0.0,1.0,2.0,2007-06-16,international_results
Namibia,DR Congo,1.0,1.0,0.0,2007-06-16,international_results
Seychelles,Sudan,0.0,2.0,2.0,2007-06-16,international_results
Tunisia,Mauritius,2.0,0.0,1.0,2007-06-16,international_results
United States,Panama,2.0,1.0,1.0,2007-06-16,international_results
Zambia,Chad,1.0,1.0,0.0,2007-06-16,international_results
Angola,Eswatini,3.0,0.0,1.0,2007-06-17,international_results
Benin,Togo,4.0,1.0,1.0,2007-06-17,international_results
Cameroon,Rwanda,2.0,1.0,1.0,2007-06-17,international_results
Congo,South Africa,1.0,1.0,0.0,2007-06-17,international_results
Guam,Taiwan,0.0,10.0,2.0,2007-06-17,international_results
Honduras,Guadeloupe,1.0,2.0,2.0,2007-06-17,international_results
Liberia,Equatorial Guinea,0.0,0.0,0.0,2007-06-17,international_results
Libya,Ethiopia,3.0,1.0,1.0,2007-06-17,international_results
Macau,Mongolia,0.0,0.0,0.0,2007-06-17,international_results
Madagascar,Gabon,0.0,2.0,2.0,2007-06-17,international_results
Mali,Sierra Leone,6.0,0.0,1.0,2007-06-17,international_results
Mexico,Costa Rica,1.0,0.0,1.0,2007-06-17,international_results
Mozambique,Senegal,0.0,0.0,0.0,2007-06-17,international_results
Niger,Nigeria,1.0,3.0,2.0,2007-06-17,international_results
Jordan,Syria,0.0,1.0,2.0,2007-06-18,international_results
Malaysia,Cambodia,6.0,0.0,1.0,2007-06-18,international_results
Palestine,Iraq,0.0,1.0,2.0,2007-06-18,international_results
Hong Kong,Taiwan,1.0,1.0,0.0,2007-06-19,international_results
North Korea,Mongolia,7.0,0.0,1.0,2007-06-19,international_results
Lesotho,Uganda,0.0,0.0,0.0,2007-06-19,international_results
Bolivia,Paraguay,0.0,0.0,0.0,2007-06-20,international_results
Iran,Palestine,2.0,0.0,1.0,2007-06-20,international_results
Jordan,Lebanon,3.0,0.0,1.0,2007-06-20,international_results
Venezuela,Basque Country,3.0,4.0,2.0,2007-06-20,international_results
Hong Kong,Guam,15.0,1.0,1.0,2007-06-21,international_results
Indonesia,Jamaica,2.0,1.0,1.0,2007-06-21,international_results
Macau,North Korea,1.0,7.0,2.0,2007-06-21,international_results
Malaysia,United Arab Emirates,1.0,3.0,2.0,2007-06-21,international_results
Mexico,Guadeloupe,1.0,0.0,1.0,2007-06-21,international_results
United States,Canada,2.0,1.0,1.0,2007-06-21,international_results
Jordan,Iran,0.0,1.0,2.0,2007-06-22,international_results
Syria,Iraq,0.0,3.0,2.0,2007-06-22,international_results
Colombia,Ecuador,3.0,1.0,1.0,2007-06-23,international_results
Mongolia,Guam,5.0,2.0,1.0,2007-06-23,international_results
Indonesia,Oman,0.0,1.0,2.0,2007-06-24,international_results
Iraq,Iran,1.0,2.0,2.0,2007-06-24,international_results
North Korea,Hong Kong,1.0,0.0,1.0,2007-06-24,international_results
United Arab Emirates,Saudi Arabia,0.0,2.0,2.0,2007-06-24,international_results
United States,Mexico,2.0,1.0,1.0,2007-06-24,international_results
Vietnam,Jamaica,3.0,0.0,1.0,2007-06-24,international_results
Qatar,Turkmenistan,1.0,0.0,1.0,2007-06-25,international_results
Uruguay,Peru,0.0,3.0,2.0,2007-06-26,international_results
Venezuela,Bolivia,2.0,2.0,0.0,2007-06-26,international_results
Brazil,Mexico,0.0,2.0,2.0,2007-06-27,international_results
Ecuador,Chile,2.0,3.0,2.0,2007-06-27,international_results
Singapore,Saudi Arabia,1.0,2.0,2.0,2007-06-27,international_results
United Arab Emirates,Bahrain,2.0,2.0,0.0,2007-06-27,international_results
Argentina,United States,4.0,1.0,1.0,2007-06-28,international_results
Malaysia,Jamaica,0.0,2.0,2.0,2007-06-28,international_results
Oman,North Korea,2.0,2.0,0.0,2007-06-28,international_results
Paraguay,Colombia,5.0,0.0,1.0,2007-06-28,international_results
South Korea,Iraq,3.0,0.0,1.0,2007-06-29,international_results
Bolivia,Uruguay,0.0,1.0,2.0,2007-06-30,international_results
Singapore,Australia,0.0,3.0,2.0,2007-06-30,international_results
Thailand,Qatar,1.0,1.0,0.0,2007-06-30,international_results
Venezuela,Peru,2.0,0.0,1.0,2007-06-30,international_results
Vietnam,Bahrain,5.0,3.0,1.0,2007-06-30,international_results
Menorca,Jersey,0.0,1.0,2.0,2007-06-30,international_results
Bermuda,Ynys Môn,1.0,2.0,2.0,2007-06-30,international_results
Rhodes,Saare County,2.0,0.0,1.0,2007-06-30,international_results
Brazil,Chile,3.0,0.0,1.0,2007-07-01,international_results
Mexico,Ecuador,2.0,1.0,1.0,2007-07-01,international_results
Oman,Saudi Arabia,1.0,1.0,0.0,2007-07-01,international_results
United Arab Emirates,North Korea,1.0,0.0,1.0,2007-07-01,international_results
Jersey,Gibraltar,1.0,1.0,0.0,2007-07-01,international_results
Åland Islands,Bermuda,0.0,2.0,2.0,2007-07-01,international_results
Rhodes,Frøya,3.0,1.0,1.0,2007-07-01,international_results
Western Isles,Gotland,2.0,1.0,1.0,2007-07-01,international_results
Argentina,Colombia,4.0,2.0,1.0,2007-07-02,international_results
Iran,Jamaica,8.0,1.0,1.0,2007-07-02,international_results
Iraq,Uzbekistan,0.0,2.0,2.0,2007-07-02,international_results
Thailand,Qatar,2.0,0.0,1.0,2007-07-02,international_results
United States,Paraguay,1.0,3.0,2.0,2007-07-02,international_results
Gibraltar,Menorca,2.0,1.0,1.0,2007-07-02,international_results
Ynys Môn,Åland Islands,0.0,2.0,2.0,2007-07-02,international_results
Saare County,Frøya,2.0,3.0,2.0,2007-07-02,international_results
Gotland,Western Isles,1.0,3.0,2.0,2007-07-02,international_results
Peru,Bolivia,2.0,2.0,0.0,2007-07-03,international_results
Venezuela,Uruguay,0.0,0.0,0.0,2007-07-03,international_results
Brazil,Ecuador,1.0,0.0,1.0,2007-07-04,international_results
Mexico,Chile,0.0,0.0,0.0,2007-07-04,international_results
Saudi Arabia,North Korea,1.0,1.0,0.0,2007-07-04,international_results
Menorca,Ynys Môn,6.0,1.0,1.0,2007-07-04,international_results
Jersey,Åland Islands,1.0,0.0,1.0,2007-07-04,international_results
Frøya,Gotland,0.0,3.0,2.0,2007-07-04,international_results
Gibraltar,Bermuda,2.0,0.0,1.0,2007-07-04,international_results
Rhodes,Western Isles,1.0,0.0,1.0,2007-07-04,international_results
Argentina,Paraguay,1.0,0.0,1.0,2007-07-05,international_results
Colombia,United States,1.0,0.0,1.0,2007-07-05,international_results
South Korea,Uzbekistan,2.0,1.0,1.0,2007-07-05,international_results
Menorca,Saare County,4.0,1.0,1.0,2007-07-05,international_results
Åland Islands,Frøya,3.0,1.0,1.0,2007-07-05,international_results
Jersey,Gotland,1.0,0.0,1.0,2007-07-05,international_results
Bermuda,Western Isles,0.0,1.0,2.0,2007-07-05,international_results
Rhodes,Gibraltar,0.0,4.0,2.0,2007-07-05,international_results
Malawi,Namibia,1.0,2.0,2.0,2007-07-06,international_results
Chile,Brazil,1.0,6.0,2.0,2007-07-07,international_results
Thailand,Iraq,1.0,1.0,0.0,2007-07-07,international_results
Venezuela,Uruguay,1.0,4.0,2.0,2007-07-07,international_results
Argentina,Peru,4.0,0.0,1.0,2007-07-08,international_results
Australia,Oman,1.0,1.0,0.0,2007-07-08,international_results
Mexico,Paraguay,6.0,0.0,1.0,2007-07-08,international_results
Vietnam,United Arab Emirates,2.0,0.0,1.0,2007-07-08,international_results
Japan,Qatar,1.0,1.0,0.0,2007-07-09,international_results
Indonesia,Bahrain,2.0,1.0,1.0,2007-07-10,international_results
Malaysia,China,1.0,5.0,2.0,2007-07-10,international_results
Uruguay,Brazil,2.0,2.0,0.0,2007-07-10,international_results
Iran,Uzbekistan,2.0,1.0,1.0,2007-07-11,international_results
South Korea,Saudi Arabia,1.0,1.0,0.0,2007-07-11,international_results
Mexico,Argentina,0.0,3.0,2.0,2007-07-11,international_results
Thailand,Oman,2.0,0.0,1.0,2007-07-12,international_results
Vietnam,Qatar,1.0,1.0,0.0,2007-07-12,international_results
Iraq,Australia,3.0,1.0,1.0,2007-07-13,international_results
Solomon Islands,Papua New Guinea,2.0,1.0,1.0,2007-07-13,international_results
United Arab Emirates,Japan,1.0,3.0,2.0,2007-07-13,international_results
Indonesia,Saudi Arabia,1.0,2.0,2.0,2007-07-14,international_results
Malaysia,Uzbekistan,0.0,5.0,2.0,2007-07-14,international_results
Mexico,Uruguay,3.0,1.0,1.0,2007-07-14,international_results
Bahrain,South Korea,2.0,1.0,1.0,2007-07-15,international_results
Brazil,Argentina,3.0,0.0,1.0,2007-07-15,international_results
China,Iran,2.0,2.0,0.0,2007-07-15,international_results
Oman,Iraq,0.0,0.0,0.0,2007-07-16,international_results
Qatar,United Arab Emirates,1.0,2.0,2.0,2007-07-16,international_results
Thailand,Australia,0.0,4.0,2.0,2007-07-16,international_results
Vietnam,Japan,1.0,4.0,2.0,2007-07-16,international_results
New Caledonia,Vanuatu,5.0,3.0,1.0,2007-07-17,international_results
Indonesia,South Korea,0.0,1.0,2.0,2007-07-18,international_results
Malaysia,Iran,0.0,2.0,2.0,2007-07-18,international_results
Saudi Arabia,Bahrain,4.0,0.0,1.0,2007-07-18,international_results
Uzbekistan,China,3.0,0.0,1.0,2007-07-18,international_results
Madagascar,Mayotte,2.0,2.0,0.0,2007-07-19,international_results
New Caledonia,Vanuatu,0.0,2.0,2.0,2007-07-19,international_results
Iraq,Vietnam,2.0,0.0,1.0,2007-07-21,international_results
Japan,Australia,1.0,1.0,0.0,2007-07-21,international_results
Iran,South Korea,0.0,0.0,0.0,2007-07-22,international_results
Saudi Arabia,Uzbekistan,2.0,1.0,1.0,2007-07-22,international_results
Botswana,Zambia,0.0,0.0,0.0,2007-07-23,international_results
Iraq,South Korea,0.0,0.0,0.0,2007-07-25,international_results
Japan,Saudi Arabia,2.0,3.0,2.0,2007-07-25,international_results
Angola,Lesotho,2.0,0.0,1.0,2007-07-28,international_results
Botswana,Namibia,1.0,0.0,1.0,2007-07-28,international_results
South Korea,Japan,0.0,0.0,0.0,2007-07-28,international_results
Botswana,Angola,0.0,0.0,0.0,2007-07-29,international_results
Iraq,Saudi Arabia,1.0,0.0,1.0,2007-07-29,international_results
Lesotho,Namibia,2.0,3.0,2.0,2007-07-29,international_results
Madagascar,DR Congo,0.0,0.0,0.0,2007-07-29,international_results
Seychelles,Mayotte,2.0,1.0,1.0,2007-08-10,international_results
Comoros,Réunion,1.0,1.0,0.0,2007-08-10,international_results
Mauritius,Mayotte,0.0,1.0,2.0,2007-08-12,international_results
Madagascar,Réunion,0.0,0.0,0.0,2007-08-12,international_results
Mauritius,Seychelles,3.0,0.0,1.0,2007-08-14,international_results
Madagascar,Comoros,3.0,0.0,1.0,2007-08-14,international_results
Mauritius,Réunion,0.0,1.0,2.0,2007-08-16,international_results
Madagascar,Mayotte,4.0,0.0,1.0,2007-08-16,international_results
India,Cambodia,6.0,0.0,1.0,2007-08-17,international_results
Bangladesh,Syria,0.0,2.0,2.0,2007-08-18,international_results
Mauritius,Mayotte,1.0,1.0,0.0,2007-08-18,international_results
Madagascar,Réunion,0.0,0.0,0.0,2007-08-18,international_results
Kyrgyzstan,Cambodia,4.0,3.0,1.0,2007-08-19,international_results
Myanmar,Lesotho,1.0,0.0,1.0,2007-08-20,international_results
India,Bangladesh,1.0,0.0,1.0,2007-08-20,international_results
Mozambique,Zimbabwe,0.0,0.0,0.0,2007-08-20,international_results
Singapore,Zimbabwe,4.0,2.0,1.0,2007-08-21,international_results
Benin,Gabon,2.0,2.0,0.0,2007-08-21,international_results
Ghana,Senegal,1.0,1.0,0.0,2007-08-21,international_results
Syria,Kyrgyzstan,4.0,1.0,1.0,2007-08-21,international_results
Albania,Malta,3.0,0.0,1.0,2007-08-22,international_results
Algeria,Brazil,0.0,2.0,2.0,2007-08-22,international_results
Armenia,Portugal,1.0,1.0,0.0,2007-08-22,international_results
Austria,Czech Republic,1.0,1.0,0.0,2007-08-22,international_results
Bangladesh,Cambodia,1.0,1.0,0.0,2007-08-22,international_results
Belarus,Israel,2.0,1.0,1.0,2007-08-22,international_results
Belgium,Serbia,3.0,2.0,1.0,2007-08-22,international_results
Bosnia and Herzegovina,Croatia,3.0,5.0,2.0,2007-08-22,international_results
Bulgaria,Wales,0.0,1.0,2.0,2007-08-22,international_results
DR Congo,Angola,3.0,1.0,1.0,2007-08-22,international_results
Costa Rica,Peru,1.0,1.0,0.0,2007-08-22,international_results
Denmark,Republic of Ireland,0.0,4.0,2.0,2007-08-22,international_results
Ecuador,Bolivia,1.0,0.0,1.0,2007-08-22,international_results
El Salvador,Honduras,2.0,0.0,1.0,2007-08-22,international_results
England,Germany,1.0,2.0,2.0,2007-08-22,international_results
Estonia,Andorra,2.0,1.0,1.0,2007-08-22,international_results
Finland,Kazakhstan,2.0,1.0,1.0,2007-08-22,international_results
Greece,Spain,2.0,3.0,2.0,2007-08-22,international_results
Hungary,Italy,3.0,1.0,1.0,2007-08-22,international_results
Iceland,Canada,1.0,1.0,0.0,2007-08-22,international_results
Ivory Coast,Egypt,0.0,0.0,0.0,2007-08-22,international_results
Japan,Cameroon,2.0,0.0,1.0,2007-08-22,international_results
Latvia,Moldova,1.0,2.0,2.0,2007-08-22,international_results
Lesotho,Laos,3.0,1.0,1.0,2007-08-22,international_results
Lithuania,Turkmenistan,2.0,1.0,1.0,2007-08-22,international_results
Luxembourg,Georgia,0.0,0.0,0.0,2007-08-22,international_results
North Macedonia,Nigeria,0.0,0.0,0.0,2007-08-22,international_results
Mali,Burkina Faso,3.0,2.0,1.0,2007-08-22,international_results
Mexico,Colombia,0.0,1.0,2.0,2007-08-22,international_results
Montenegro,Slovenia,1.0,1.0,0.0,2007-08-22,international_results
Northern Ireland,Liechtenstein,3.0,1.0,1.0,2007-08-22,international_results
Norway,Argentina,2.0,1.0,1.0,2007-08-22,international_results
Panama,Guatemala,2.0,1.0,1.0,2007-08-22,international_results
Paraguay,Venezuela,1.0,1.0,0.0,2007-08-22,international_results
Romania,Turkey,2.0,0.0,1.0,2007-08-22,international_results
Russia,Poland,2.0,2.0,0.0,2007-08-22,international_results
San Marino,Cyprus,0.0,1.0,2.0,2007-08-22,international_results
Scotland,South Africa,1.0,0.0,1.0,2007-08-22,international_results
Slovakia,France,0.0,1.0,2.0,2007-08-22,international_results
Sudan,Libya,1.0,0.0,1.0,2007-08-22,international_results
Sweden,United States,1.0,0.0,1.0,2007-08-22,international_results
Switzerland,Netherlands,2.0,1.0,1.0,2007-08-22,international_results
Tajikistan,Azerbaijan,2.0,3.0,2.0,2007-08-22,international_results
Togo,Zambia,3.0,1.0,1.0,2007-08-22,international_results
Tunisia,Guinea,1.0,1.0,0.0,2007-08-22,international_results
Ukraine,Uzbekistan,2.0,1.0,1.0,2007-08-22,international_results
India,Syria,2.0,3.0,2.0,2007-08-23,international_results
Singapore,Bangladesh,4.0,2.0,1.0,2007-08-23,international_results
Bangladesh,Kyrgyzstan,0.0,3.0,2.0,2007-08-24,international_results
Zimbabwe,Bangladesh,2.0,1.0,1.0,2007-08-25,international_results
Myanmar,Laos,1.0,0.0,1.0,2007-08-25,international_results
Cambodia,Syria,1.0,5.0,2.0,2007-08-25,international_results
Fiji,Tuvalu,16.0,0.0,1.0,2007-08-25,international_results
Samoa,Vanuatu,0.0,4.0,2.0,2007-08-25,international_results
Solomon Islands,American Samoa,12.0,1.0,1.0,2007-08-25,international_results
Tahiti,New Caledonia,0.0,1.0,2.0,2007-08-25,international_results
India,Kyrgyzstan,3.0,0.0,1.0,2007-08-26,international_results
Zimbabwe,Myanmar,1.0,3.0,2.0,2007-08-27,international_results
Fiji,Cook Islands,4.0,0.0,1.0,2007-08-27,international_results
Samoa,American Samoa,7.0,0.0,1.0,2007-08-27,international_results
Solomon Islands,Tonga,4.0,0.0,1.0,2007-08-27,international_results
Tuvalu,New Caledonia,0.0,1.0,2.0,2007-08-27,international_results
American Samoa,Vanuatu,0.0,15.0,2.0,2007-08-29,international_results
India,Syria,1.0,0.0,1.0,2007-08-29,international_results
New Caledonia,Cook Islands,3.0,0.0,1.0,2007-08-29,international_results
Samoa,Tonga,2.0,1.0,1.0,2007-08-29,international_results
Tuvalu,Tahiti,1.0,1.0,0.0,2007-08-29,international_results
Cook Islands,Tuvalu,4.0,1.0,1.0,2007-09-01,international_results
Tahiti,Fiji,0.0,4.0,2.0,2007-09-01,international_results
Tanzania,Uganda,1.0,0.0,1.0,2007-09-01,international_results
Tonga,American Samoa,4.0,0.0,1.0,2007-09-01,international_results
Vanuatu,Solomon Islands,0.0,2.0,2.0,2007-09-01,international_results
Cook Islands,Tahiti,0.0,1.0,2.0,2007-09-03,international_results
New Caledonia,Fiji,1.0,1.0,0.0,2007-09-03,international_results
Samoa,Solomon Islands,0.0,3.0,2.0,2007-09-03,international_results
Tonga,Vanuatu,1.0,4.0,2.0,2007-09-03,international_results
Fiji,Vanuatu,3.0,0.0,1.0,2007-09-05,international_results
Solomon Islands,New Caledonia,2.0,3.0,2.0,2007-09-05,international_results
Austria,Japan,0.0,0.0,0.0,2007-09-07,international_results
Bahrain,Jordan,1.0,3.0,2.0,2007-09-07,international_results
New Caledonia,Fiji,1.0,0.0,1.0,2007-09-07,international_results
Solomon Islands,Vanuatu,0.0,2.0,2.0,2007-09-07,international_results
Switzerland,Chile,2.0,1.0,1.0,2007-09-07,international_results
Belarus,Romania,1.0,3.0,2.0,2007-09-08,international_results
DR Congo,Libya,1.0,1.0,0.0,2007-09-08,international_results
Croatia,Estonia,2.0,0.0,1.0,2007-09-08,international_results
Cyprus,Armenia,3.0,1.0,1.0,2007-09-08,international_results
Ecuador,El Salvador,5.0,1.0,1.0,2007-09-08,international_results
England,Israel,3.0,0.0,1.0,2007-09-08,international_results
Ethiopia,Namibia,2.0,3.0,2.0,2007-09-08,international_results
Gabon,Ivory Coast,0.0,0.0,0.0,2007-09-08,international_results
Georgia,Ukraine,1.0,1.0,0.0,2007-09-08,international_results
Hungary,Bosnia and Herzegovina,1.0,0.0,1.0,2007-09-08,international_results
Iceland,Spain,1.0,1.0,0.0,2007-09-08,international_results
Italy,France,0.0,0.0,0.0,2007-09-08,international_results
Kazakhstan,Tajikistan,1.0,1.0,0.0,2007-09-08,international_results
Kenya,Angola,2.0,1.0,1.0,2007-09-08,international_results
Latvia,Northern Ireland,1.0,0.0,1.0,2007-09-08,international_results
Luxembourg,Slovenia,0.0,3.0,2.0,2007-09-08,international_results
Malta,Turkey,2.0,2.0,0.0,2007-09-08,international_results
Moldova,Norway,0.0,1.0,2.0,2007-09-08,international_results
Morocco,Ghana,0.0,2.0,2.0,2007-09-08,international_results
Netherlands,Bulgaria,2.0,0.0,1.0,2007-09-08,international_results
Nigeria,Lesotho,2.0,0.0,1.0,2007-09-08,international_results
Peru,Colombia,2.0,2.0,0.0,2007-09-08,international_results
Portugal,Poland,2.0,2.0,0.0,2007-09-08,international_results
Russia,North Macedonia,3.0,0.0,1.0,2007-09-08,international_results
Rwanda,Liberia,4.0,0.0,1.0,2007-09-08,international_results
San Marino,Czech Republic,0.0,3.0,2.0,2007-09-08,international_results
Scotland,Lithuania,3.0,1.0,1.0,2007-09-08,international_results
Senegal,Burkina Faso,5.0,1.0,1.0,2007-09-08,international_results
Serbia,Finland,0.0,0.0,0.0,2007-09-08,international_results
Slovakia,Republic of Ireland,2.0,2.0,0.0,2007-09-08,international_results
Sweden,Denmark,0.0,0.0,0.0,2007-09-08,international_results
Tanzania,Mozambique,0.0,1.0,2.0,2007-09-08,international_results
Uganda,Niger,3.0,1.0,1.0,2007-09-08,international_results
Venezuela,Paraguay,3.0,2.0,1.0,2007-09-08,international_results
Wales,Germany,0.0,2.0,2.0,2007-09-08,international_results
Burundi,Egypt,0.0,0.0,0.0,2007-09-09,international_results
Chad,Congo,1.0,1.0,0.0,2007-09-09,international_results
Costa Rica,Honduras,0.0,0.0,0.0,2007-09-09,international_results
Equatorial Guinea,Cameroon,1.0,0.0,1.0,2007-09-09,international_results
Gambia,Algeria,2.0,1.0,1.0,2007-09-09,international_results
Guinea,Cape Verde,4.0,0.0,1.0,2007-09-09,international_results
Mauritius,Seychelles,1.0,1.0,0.0,2007-09-09,international_results
Mexico,Panama,1.0,0.0,1.0,2007-09-09,international_results
South Africa,Zambia,1.0,3.0,2.0,2007-09-09,international_results
Sudan,Tunisia,3.0,2.0,1.0,2007-09-09,international_results
Eswatini,Eritrea,0.0,0.0,0.0,2007-09-09,international_results
United States,Brazil,2.0,4.0,2.0,2007-09-09,international_results
Zimbabwe,Malawi,3.0,1.0,1.0,2007-09-09,international_results
Australia,Argentina,0.0,1.0,2.0,2007-09-11,international_results
Austria,Chile,0.0,2.0,2.0,2007-09-11,international_results
Saudi Arabia,Ghana,5.0,0.0,1.0,2007-09-11,international_results
Switzerland,Japan,3.0,4.0,2.0,2007-09-11,international_results
Albania,Netherlands,0.0,1.0,2.0,2007-09-12,international_results
Andorra,Croatia,0.0,6.0,2.0,2007-09-12,international_results
Azerbaijan,Georgia,1.0,1.0,0.0,2007-09-12,international_results
Bosnia and Herzegovina,Moldova,0.0,1.0,2.0,2007-09-12,international_results
Bulgaria,Luxembourg,3.0,0.0,1.0,2007-09-12,international_results
Canada,Costa Rica,1.0,1.0,0.0,2007-09-12,international_results
Colombia,Paraguay,1.0,0.0,1.0,2007-09-12,international_results
Cyprus,San Marino,3.0,0.0,1.0,2007-09-12,international_results
Czech Republic,Republic of Ireland,1.0,0.0,1.0,2007-09-12,international_results
Denmark,Liechtenstein,4.0,0.0,1.0,2007-09-12,international_results
